,OCCUPATIONID,PREFERREDLABEL,ALTLABELS,OCCUPATIONGROUPLABEL,OCCUPATIONGROUPID,SECTOR,SECTORID,SUBSECTOR,SUBSECTORID
70,687671c0ebd2bf665349dc7d,lieutenant,"police lieutenant
lieutenant
armed forces lieutenant",Commissioned armed forces officers,687671b1ebd2bf665349a12b,Industry Development,4f977675-fdb7-430c-bd45-7cffc7149ac9,Defense,77c87dd8-8758-43db-ba9f-29955f8e4d9f
71,687671c0ebd2bf665349dc7e,navy officer,"observer, navy
midshipman
navy officer
ship-of-the-line ensign
sub-lieutenant",Commissioned armed forces officers,687671b1ebd2bf665349a12b,Industry Development,4f977675-fdb7-430c-bd45-7cffc7149ac9,Defense,77c87dd8-8758-43db-ba9f-29955f8e4d9f
72,687671c0ebd2bf665349dc7f,squadron leader,"air force commandant
squadron commander
air force squadron leader
squadron leader
air force squadron team leader",Commissioned armed forces officers,687671b1ebd2bf665349a12b,Industry Development,4f977675-fdb7-430c-bd45-7cffc7149ac9,Defense,77c87dd8-8758-43db-ba9f-29955f8e4d9f
73,687671c0ebd2bf665349dc80,armed forces officer,"major
lieutenant general
roal air force officer
second lieutenant
general
lieutenant
military officer
air force officer
royal navy officer
major general
raf officer
armed forces officer
captain
officer cadet
colonel
naval officer
army officer
royal marines officer
navy officer
lieutenant colonel
brigadier
equipment officer
duty officer",Commissioned armed forces officers,687671b1ebd2bf665349a12b,Industry Development,4f977675-fdb7-430c-bd45-7cffc7149ac9,Defense,77c87dd8-8758-43db-ba9f-29955f8e4d9f
74,687671c0ebd2bf665349dc81,army captain,"captain armed forces
company commander
captain armed services
troop commander
army chief officer
army captain
armed services captain
armed forces captain
battery commander
captain royal marines
bell captain",Commissioned armed forces officers,687671b1ebd2bf665349a12b,Industry Development,4f977675-fdb7-430c-bd45-7cffc7149ac9,Defense,77c87dd8-8758-43db-ba9f-29955f8e4d9f
75,687671c0ebd2bf665349dc82,army general,"lieutenant general
military general
major general
general
general military
army general
armed forces general
general service officer
division general service
general service",Commissioned armed forces officers,687671b1ebd2bf665349a12b,Industry Development,4f977675-fdb7-430c-bd45-7cffc7149ac9,Defense,77c87dd8-8758-43db-ba9f-29955f8e4d9f
76,687671c0ebd2bf665349dc83,army major,"battalion commandant
army commandant
armed forces major
lieutenant commander
military major
major
army major",Commissioned armed forces officers,687671b1ebd2bf665349a12b,Industry Development,4f977675-fdb7-430c-bd45-7cffc7149ac9,Defense,77c87dd8-8758-43db-ba9f-29955f8e4d9f
77,687671c0ebd2bf665349dc84,artillery officer,"munitions officer
infantry officer
gunner
artillery technician
artillery officer
artillery crew members",Commissioned armed forces officers,687671b1ebd2bf665349a12b,Industry Development,4f977675-fdb7-430c-bd45-7cffc7149ac9,Defense,77c87dd8-8758-43db-ba9f-29955f8e4d9f
78,687671c0ebd2bf665349dc85,brigadier,"director of staff
brigadier
military brigadier
army brigadier
field officer
brigadier general",Commissioned armed forces officers,687671b1ebd2bf665349a12b,Industry Development,4f977675-fdb7-430c-bd45-7cffc7149ac9,Defense,77c87dd8-8758-43db-ba9f-29955f8e4d9f
79,687671c0ebd2bf665349dc86,colonel,"wing commander
colonel
lieutenant colonel
battalion commander",Commissioned armed forces officers,687671b1ebd2bf665349a12b,Industry Development,4f977675-fdb7-430c-bd45-7cffc7149ac9,Defense,77c87dd8-8758-43db-ba9f-29955f8e4d9f
80,687671c0ebd2bf665349dc87,fleet commander,"deputy chief of naval staff
navy commander
commander of fleet
fleet commander
naval commander
royal navy commander
fleet manager
fleet operations director
fleet officer
fleet coordinator
fleet director
fleet supervisor",Commissioned armed forces officers,687671b1ebd2bf665349a12b,Industry Development,4f977675-fdb7-430c-bd45-7cffc7149ac9,Defense,77c87dd8-8758-43db-ba9f-29955f8e4d9f
81,687671c0ebd2bf665349dc88,army corporal,"special forces corporal
regimental corporal
corporal
lance corporal
batallion corporal
master corporal
army corporal
royal marines corporal
armed forces corporal",Non-commissioned armed forces officers,687671b1ebd2bf665349a12e,Industry Development,4f977675-fdb7-430c-bd45-7cffc7149ac9,Defense,77c87dd8-8758-43db-ba9f-29955f8e4d9f
82,687671c0ebd2bf665349dc89,sergeant,"station sergeant
drill sergeant
police sargeant
lance sergeant
warrant officer
ordnance sergeants
commissary sergeant
adjutant
army sargeant
quartermaster sergeant
colour sergeant
petty officer
sergeant
staff sergeant
chief petty officer
chief non-commissioned officer",Non-commissioned armed forces officers,687671b1ebd2bf665349a12e,Industry Development,4f977675-fdb7-430c-bd45-7cffc7149ac9,Defense,77c87dd8-8758-43db-ba9f-29955f8e4d9f
83,687671c0ebd2bf665349dc8a,special forces officer,"rapid response operative
counter-insurgency officer
air force officer
airborne operations officer
commando
special forces officer
unconventional warfare officer
marine
counter-terrorism officer
special education officer
special forces
special forces officers",Non-commissioned armed forces officers,687671b1ebd2bf665349a12e,Industry Development,4f977675-fdb7-430c-bd45-7cffc7149ac9,Defense,77c87dd8-8758-43db-ba9f-29955f8e4d9f
84,687671c0ebd2bf665349dc8b,warfare specialist,"warfare specialist
electronic warfare operator
surveillance operator
defence specialist
defence analyst
electronic warfare specialist
tactical operations supervisor
weapons specialist supervisor
military tactical operations specialist",Non-commissioned armed forces officers,687671b1ebd2bf665349a12e,Industry Development,4f977675-fdb7-430c-bd45-7cffc7149ac9,Defense,77c87dd8-8758-43db-ba9f-29955f8e4d9f
85,687671c0ebd2bf665349dc8c,air force pilot,"military pilot
navy pilot
armed forces pilot
naval pilot
air force pilot
aircrew pilot
military aircraft driver
air crew","Armed forces occupations, other ranks",687671b1ebd2bf665349a131,Industry Development,4f977675-fdb7-430c-bd45-7cffc7149ac9,Defense,77c87dd8-8758-43db-ba9f-29955f8e4d9f
86,687671c0ebd2bf665349dc8d,bomb disposal technician,"bomb disposal technician
bomb disposal expert
bomb disposal officer
armed forces soldier
sapper
mine disposal technician
minesweeper
ordnance technician
vehicle disposal technician","Armed forces occupations, other ranks",687671b1ebd2bf665349a131,Industry Development,4f977675-fdb7-430c-bd45-7cffc7149ac9,Defense,77c87dd8-8758-43db-ba9f-29955f8e4d9f
87,687671c0ebd2bf665349dc8e,infantry soldier,"foot soldier
military ranger
infantryman
army soldier
sniper
rifleman
infantry soldier
infantry officer","Armed forces occupations, other ranks",687671b1ebd2bf665349a131,Industry Development,4f977675-fdb7-430c-bd45-7cffc7149ac9,Defense,77c87dd8-8758-43db-ba9f-29955f8e4d9f
88,687671c0ebd2bf665349dc8f,intelligence communications interceptor,"signal intelligence voice interceptor
communications intelligence intercept operator
communications interceptor, intelligence analyst
communications interceptor
electronic intelligence intercept operator
intelligence intercept operator
military intelligence communications interceptor
intelligence communications interceptor
communications locator","Armed forces occupations, other ranks",687671b1ebd2bf665349a131,Industry Development,4f977675-fdb7-430c-bd45-7cffc7149ac9,Defense,77c87dd8-8758-43db-ba9f-29955f8e4d9f
89,687671c0ebd2bf665349dc90,military engineer,"defence technology engineering adviser
ballistics engineer
defence technology engineering consultant
army engineer
defence engineering expert
defence technology engineer
weaponary developer
army engineer officer
defence engineering consultant
combat technician
military engineer
defense engineer
field engineer
defence technology engineering specialist
defence engineering adviser
defence engineering specialist
combat engineer
defence technology engineering expert
defence technician
engineering officer","Armed forces occupations, other ranks",687671b1ebd2bf665349a131,Industry Development,4f977675-fdb7-430c-bd45-7cffc7149ac9,Defense,77c87dd8-8758-43db-ba9f-29955f8e4d9f
90,687671c0ebd2bf665349dc91,city councillor,"county clerk
town clerk
village council member
cabinet member
city councillor
city councilor
councillor
county councillor
elected representative
local councillor
local government councillor
town councillor",Legislators,687671b1ebd2bf665349a135,Service,b5ab236c-527f-4277-b21b-6cb432afe3e3,Other services,262f28b9-a154-4fa2-85e3-ab14a3f8bfc0
91,687671c0ebd2bf665349dc92,government minister,"assistant minister
cabinet minister
assembley minister
government minister
member of parliament
minister
minister of state
prime minister
secretary of state
deputy prime minister's office",Legislators,687671b1ebd2bf665349a135,Service,b5ab236c-527f-4277-b21b-6cb432afe3e3,Other services,262f28b9-a154-4fa2-85e3-ab14a3f8bfc0
92,687671c0ebd2bf665349dc93,governor,"deputy governor
governor
prefect
provincial governor
regional governor
state governor
viceroy",Legislators,687671b1ebd2bf665349a135,Service,b5ab236c-527f-4277-b21b-6cb432afe3e3,Other services,262f28b9-a154-4fa2-85e3-ab14a3f8bfc0
93,687671c0ebd2bf665349dc94,mayor,"county municipality board chairperson
cabinet leader
civic leader
council leader
lady mayoress
leader of the council
lord mayor
mayor
mayoress",Legislators,687671b1ebd2bf665349a135,Service,b5ab236c-527f-4277-b21b-6cb432afe3e3,Other services,262f28b9-a154-4fa2-85e3-ab14a3f8bfc0
94,687671c0ebd2bf665349dc95,member of parliament,"deputy speaker of the national assembly
member national assembly
speaker of the national assembly
assembly member
legislative member
member of european parliament
member of parliament",Legislators,687671b1ebd2bf665349a135,Service,b5ab236c-527f-4277-b21b-6cb432afe3e3,Other services,262f28b9-a154-4fa2-85e3-ab14a3f8bfc0
95,687671c0ebd2bf665349dc96,secretary of state,"cabinet secretary
county secretary
financial secretary
permanent secretary
principal secretary
secretary to the cabinet
secretary, commission on revenue allocation
secretary, ethics and anti-corruption commission
secretary, independent electoral and boundaries commission
secretary, kenya national human rights and equality commission
secretary, national land commission
secretary, parliamentary service commission
secretary, of commission of administrative justice
minister of state
secretary of state
senior minister
state secretary
under secretary of state
undersecretary of state",Legislators,687671b1ebd2bf665349a135,Service,b5ab236c-527f-4277-b21b-6cb432afe3e3,Other services,262f28b9-a154-4fa2-85e3-ab14a3f8bfc0
96,687671c0ebd2bf665349dc97,senator,"deputy speaker senate
speaker of senate
senator
legislator",Legislators,687671b1ebd2bf665349a135,Service,b5ab236c-527f-4277-b21b-6cb432afe3e3,Other services,262f28b9-a154-4fa2-85e3-ab14a3f8bfc0
97,687671c0ebd2bf665349dc98,central bank governor,"central bank managers
central bank directors
central bank manager
central bank governor
national bank governors
main bank governor
central banker
central bank director
central bankers
national bank governor",Senior government officials,687671b1ebd2bf665349a136,Service,b5ab236c-527f-4277-b21b-6cb432afe3e3,Finance and Administration Services,cd9fb1ea-c921-4297-abfb-80f3df49c598
98,687671c0ebd2bf665349dc99,consul,"consul-general
consul
honorary consul
attaché
chargé d'affaires",Senior government officials,687671b1ebd2bf665349a136,Service,b5ab236c-527f-4277-b21b-6cb432afe3e3,Other services,262f28b9-a154-4fa2-85e3-ab14a3f8bfc0
99,687671c0ebd2bf665349dc9a,diplomat,"courier, diplomatic
un diplomat
diplomat
diplomatic agent
diplomatic service officer
envoy
foreign service officer
her majesty's diplomat
diplomatic relations
diplomatic coordination
diplomatic compliance
diplomatic engagement",Senior government officials,687671b1ebd2bf665349a136,Service,b5ab236c-527f-4277-b21b-6cb432afe3e3,Other services,262f28b9-a154-4fa2-85e3-ab14a3f8bfc0
100,687671c0ebd2bf665349dc9b,ambassador,"resident ambassador
diplomatic ambassador
high commissioner
ordinary ambassador
ambassador
sales ambassador",,,Service,b5ab236c-527f-4277-b21b-6cb432afe3e3,Other services,262f28b9-a154-4fa2-85e3-ab14a3f8bfc0
101,687671c0ebd2bf665349dc9c,embassy counsellor,"embassy counselor
defence attache
embassy officer
political attache
economic attache
counsellor of embassy
attache
cultural attache
embassy counsellor",,,Service,b5ab236c-527f-4277-b21b-6cb432afe3e3,Other services,262f28b9-a154-4fa2-85e3-ab14a3f8bfc0
102,687671c0ebd2bf665349dc9d,fire commissioner,"brigade manager
fire brigade commissioner
fire service commissioner
chief fire officer
fire commissioner
area manager",Senior government officials,687671b1ebd2bf665349a136,Service,b5ab236c-527f-4277-b21b-6cb432afe3e3,Other services,262f28b9-a154-4fa2-85e3-ab14a3f8bfc0
103,687671c0ebd2bf665349dc9e,police commissioner,"inspector general of police
provincial commissioner
secretary, police service commission
chief constable
chief police constable
chief police officer
commissaire
police & crime commissioner
police and crime commissioner
police chief
police chief constable
police commissioner
police woman
sheriff
deputy director
commissioner",Senior government officials,687671b1ebd2bf665349a136,Service,b5ab236c-527f-4277-b21b-6cb432afe3e3,Other services,262f28b9-a154-4fa2-85e3-ab14a3f8bfc0
104,687671c0ebd2bf665349dc9f,public administration manager,"administrators
assistant county commissioner
chairperson ethics and anti-corruption commission
chairperson and members council of governors
chairperson and members of police service commission
chairperson and members of salaries and remuneration commission
chairperson and members of the commission on revenue allocation
chairperson and members of the independent electoral and boundaries
commission
chairperson and members of the judicial service commission
chairperson and members of the kenya national human rights and
equality commission
chairperson and members of the national land commission
chairperson and members of the parliamentary service commission
chairperson and members of the public service commission
chairperson and members of the teachers service commission
chief
chief county officer
chief whip
chief of staff and head of public service
commissioner of revenue allocation
comptroller of state house
controller of budget
county chief of staff
county commissioner
deputy county commissioner
district officer
district commissioner
other government administrators
postmaster
postmaster general
regional coordinators
secretary, county public service board
secretary, public service commission
secretary, salaries and remuneration commission
secretary, teachers service commission
sub county administrator
town manager
ward administrators
chief of staff
city administrator
civil service administrator
county council manager
district council manager
government department manager
local authority officer
public administration director
public administration manager
public administrator
public body administrator
public body manager
public institution director
public service administrator
public service director
administration manager
change management officer
public affairs manager
administration
government and public administration
administrative leadership",Senior government officials,687671b1ebd2bf665349a136,Service,b5ab236c-527f-4277-b21b-6cb432afe3e3,Other services,262f28b9-a154-4fa2-85e3-ab14a3f8bfc0
105,687671c0ebd2bf665349dca0,secretary general,"chief secretary
secretary, council of governors
first secretary
general secretary
international organisation chief officer
secretary general
secretary-general
general coordinator",Senior government officials,687671b1ebd2bf665349a136,Service,b5ab236c-527f-4277-b21b-6cb432afe3e3,Other services,262f28b9-a154-4fa2-85e3-ab14a3f8bfc0
106,687671c0ebd2bf665349dca1,special-interest groups' official,"senior official of council of governors
senior official of humanitarian and other special interest organization
senior official of jua kali employers association
senior official of political party organization
senior official of social and welfare society
campaign group official
employers organisation official
humanitarian organisation official
industry association official
lobbying body official
professional body official
special-interest group official
special-interest group staff member
special-interest group worker
special-interest groups' official
special-interest groups' staff member
special-interest groups' worker
sport governing body official
sports association official
trade association official
trades union official
trades union research officer",Senior officials of special-interest organisations,687671b1ebd2bf665349a138,Service,b5ab236c-527f-4277-b21b-6cb432afe3e3,Other services,262f28b9-a154-4fa2-85e3-ab14a3f8bfc0
